"","numberPerDocket","numberOfCommentsReceived","organization","submitterName","title","commentText","docketTitle"
"108",4340347,478,NA,NA,"Mass Comment Campaign sponsored by West Virginia Coal Association (WVCA) (web)","December 1, 2014

Ms. Regina A. McCarthy
Administrator 
U.S. Environmental Protection Agency
1200 Pennsylvania Ave. NW
Washington, D.C. 20460
Attn: Docket ID No. EPA-HQ-OAR-2013-0602 (70 FR 34829)

Re:	Proposed Standards of Performance for Greenhouse Gas Emissions from Existing Stationary Sources: Electric Utility Generating Units

Dear Administrator McCarthy:

	The West Virginia Coal Association submits the attached comments on the federal Environmental Protection Agencys proposed standards for greenhouse gas emissions from existing power plants. 
The West Virginia Coal Association (WVCA) is a non-profit state coal trade association representing the interests of the West Virginia coal industry on policy and regulation issues before various state and federal agencies that regulate coal extraction, processing, transportation and consumption.  WVCAs general members account for 95 percent of the Mountain States underground and surface coal production.  WVCA also represents associate members that supply an array of services to the mining industry in West Virginia.  WVCAs primary goal is to enhance the viability of the West Virginia coal industry by supporting efficient and environmentally responsible coal removal and processing through reasonable, equitable and achievable state and federal policy and regulation.  WVCA is the largest state coal trade association in the nation.

In addition to these comments, the WVCA also adopts the comments filed by the National Mining Association and incorporates them herein by reference.  WVCA has also attached a petition containing signatures of West Virginia residents and those of other states opposing the proposed 111(d) standards 

Respectfully Submitted, 
					


Jason D. Bostic  
Vice-President 
","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"109",4340347,42666,NA,NA,"Mass Comment Campaign sponsored by NextGen Climate (NGC) (web)","NextGen Climate has gathered 42,666 total public comments in support of the EPA's Clean Power Plan proposal for carbon pollution limits from existing power plants (Docket ID EPA-HQ-OAR-2013-0602). These comments are attached in three documents separated based on the text of the letter to which individuals signed. Thank you for considering the overwhelming public input in favor of strong protections from carbon pollution.

********************

NGC Attachment 1 -- The following letter was signed by 28,699 individuals:

""I fully support setting carbon pollution standards for existing power plants. As climate change and the emissions that cause it significantly endanger the country, the EPA is fully justified in creating the first federal limits on this pollution. I recommend that the agency set earlier enforcement dates, create a Federal Implementation Plan for non-complying states, and finalize the strongest possible emission reductions.""

********************

NGC Attachment 2 -- The following letter was signed by 13,955 individuals:

""I strongly support your efforts to limit carbon pollution from all power plants.""

********************

NGC Attachment 3 -- The following letter was signed by 12 individuals:

""I fully support your decision to limit carbon pollution from existing power plants.   Thanks to these vital safeguards, we can finally end the era of unmitigated carbon dumping that harms the health of our communities and our environment.  These regulations are a critical part of President Obamas plan for the United States to lead the world in the fight to arrest climate change.  I urge you to stand strong in the face of Big Coals disinformation campaign.  The plan you proposed is thorough, flexible and wise, and will help this country transition to an advanced energy economy.""","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"110",4340347,196,NA,NA,"Mass comment Campaign sponsored by Climate + Energy Project (CEP) (email)","See attached files","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"111",4340347,1357,NA,NA,"Mass Comment Campaign sponsored by National Wildlife Federation (NWF) (email)","See attached files","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"112",4340347,53146,NA,NA,"Mass Comment Campaign sponsored by National Wildlife Federation (NWF) (email)","See attached","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"113",4340347,11505,NA,NA,"Mass comment Campaingn sponsored by Nuclear Information and Resource Service (email)","see attached","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"114",4340347,46991,NA,NA,"Mass Comment Campaign sponsored by The Climate Reality Project (email)","see attachment","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"115",4340347,93104,NA,NA,"Mass Comment Campaign sponsoring organization unknown (web)","Environmental Protection Agency
EPA Docket Center (EPA/DC)
Mail code 28221T
Attn: Docket ID No. EPA-HQ-OAR-2013-0602
1200 Pennsylvania Ave. NW.
Washington, DC 20460
			
				
ATTN: Docket ID No. EPA-HQ-OAR-2013-0602, Carbon Pollution Emission Guidelines for Existing Stationary Sources

Enclosed are 93,104 individual public comments collected by CREDO Action for submission to the Carbon Pollution Emission Guidelines for Existing Stationary Sources docket. Individual comments may differ throughout, although the majority read as follows: 

Thank you for taking the long overdue step of proposing limits on carbon pollution from power-plants. Limiting carbon pollution from power plants is a crucial step to protect our health and safety. Unfortunately, these rules fall far short of what is needed. Much of the 2020 goal of 25% emissions reduction has already been achieved, leaving only an additional 5% to be achieved over 10 long years. EPA should call for more ambitious reductions of at least 40% by 2030, and insure states stick to the schedule by allowing for no extensions on plans for 2020. Global warming represents the largest single threat to our long term health and security, and demands much more aggressive action to protect our nation.

The comments have been split into 31 documents in order to facilitate uploading to the Regulations.gov website.
 
Please contact me if you have any questions about the attached comment submissions.

Sincerely, 

Elijah Zarlin
Campaign Manager, CREDO Action 
ezarlin@credoaction.com 
415-369-2000","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"116",4340347,487822,NA,NA,"Mass Comment Campaign sponsored by Organizing For Action (email)","See attached","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"117",4340347,1077,NA,NA,"Mass comment Campaign sponsored by Center for Rural Affairs (CFRA) (email)","See attached files","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"118",4340347,419963,NA,NA,"Mass Comment Campaign sponsored by League of Conservation Voters (LCV) (email)","See attached files","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"119",4340347,12946,NA,NA,"Mass comment Campaign sponsored by Rainforest Action Network (RAN) (email)","see attachment","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"120",4340347,446,NA,NA,"Mass Comment campaing sponsored by Missourians for a Balanced Energy Future (MBEF) (web)","Though I support clean air for Missouri, I cannot support the EPAs proposed Clean Power Plan because it unnecessarily forces Missouri utility customers to pay more for electricity, threatens jobs and creates numerous system reliability risks. It is very important that Missouri address its environmental needs without shifting the financial burden to consumers.
 
A more reasonable approach for Missouri is Ameren Missouri's Transition Plan, which will ultimately meet the EPAs CO2 reduction targets while saving money and protecting jobs. The proposed modifications are Missouris best hope for transitioning to clean, affordable energy systems.
 
I urge you to adopt the Ameren Missouri plan, a sensible approach to protecting jobs and our environment.  

446 people have signed this message (see attached list for names).
","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
"121",4340347,49612,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (email)","see attachment","Standards of Performance for Greenhouse Gas Emissions from Existing Sources: Electric Utility Generating Units"
